aid,field,pub_date,snap_ts,downloads,abstract_views
2235359,Economics; Econometrics and Finance,2013-01-01,20250426114228,4391,21272
1266504,Economics; Econometrics and Finance,2008-01-01,20250217022347,148,1302
4000676,Psychology,2022-01-01,20220128125032,12,170
2800297,Business; Management and Accounting,2021-01-01,20250506185859,33,311
4859540,Immunology and Microbiology,2024-01-01,20250519081300,101,506
3611056,Business; Management and Accounting,2020-01-01,20251112013740,419,2918
4946481,Engineering,2024-01-01,20250827150422,602,1929
3215833,Computer Science,2018-01-01,20240714053524,35,445
4871790,Environmental Science,2024-01-01,20250430063652,25,120
4692328,Agricultural and Biological Sciences,2024-01-01,20250430023458,24,159
1065996,Economics; Econometrics and Finance,2008-01-01,20250426031019,196,2239
5344519,Social Sciences,2025-01-01,20250916071503,30,206
3972018,Social Sciences,2021-01-01,20251122035958,37,511
2587843,Social Sciences,2015-01-01,20260201073652,294,2534
4690013,Energy,2024-01-01,20250501023551,10,113
5195485,Engineering,2025-01-01,20250430115008,5,43
4707820,Psychology,2024-01-01,20251206115257,237,823
3660935,Business; Management and Accounting,2020-01-01,20240905113741,58,585
4546581,Psychology,2023-01-01,20250503135644,26,209
2426438,Social Sciences,2014-01-01,20260514061741,336,1788
4799025,Computer Science,2024-01-01,20250429222720,116,155
2270140,Business; Management and Accounting,2013-01-01,20250221102314,685,3745
3841616,Economics; Econometrics and Finance,2021-01-01,20251230094932,684,2758
4121050,Computer Science,2022-01-01,20250505175754,58,343
3524319,Economics; Econometrics and Finance,2019-01-01,20220126125738,57,277
5126791,Economics; Econometrics and Finance,2025-01-01,20250430132248,13,131
4222326,Business; Management and Accounting,2022-01-01,20250925165333,141,696
434541,Social Sciences,2003-01-01,20250506221508,106,1514
5192445,Computer Science,2025-01-01,20250430085615,5,16
4935901,Engineering,2024-01-01,20250618022558,28,191
5064769,Environmental Science,2024-01-01,20250430141803,13,76
3082956,Social Sciences,2017-01-01,20250823211024,146,1035
2205114,Economics; Econometrics and Finance,2013-01-01,20240422233515,53,593
2683285,Social Sciences,2015-01-01,20250425160505,105,871
5017014,Engineering,2024-01-01,20250430180455,14,104
1284707,Economics; Econometrics and Finance,2008-01-01,20250426092610,320,1741
5559936,Engineering,2025-01-01,20251014022046,5,26
4629268,Economics; Econometrics and Finance,2023-01-01,20250729150954,187,857
4734699,Engineering,2024-01-01,20250429133835,23,87
2996419,Economics; Econometrics and Finance,2017-01-01,20250811030047,1706,5428
4315067,Social Sciences,2020-01-01,20250503140007,133,368
3863611,Social Sciences,2021-01-01,20250506162253,57,327
4064089,Economics; Econometrics and Finance,2022-01-01,20250813174559,109,600
2494309,Business; Management and Accounting,2014-01-01,20250409012333,312,2705
5195852,Agricultural and Biological Sciences,2025-01-01,20250430150303,14,64
2393375,Economics; Econometrics and Finance,2014-01-01,20251228172234,154,1074
5225632,Engineering,2025-01-01,20250430111300,3,20
4899856,Social Sciences,2024-01-01,20250430200719,22,215
4114765,Economics; Econometrics and Finance,2022-01-01,20250507235128,28,300
4890880,Business; Management and Accounting,2024-01-01,20250619193615,133,538
2824488,Economics; Econometrics and Finance,2016-01-01,20250426001444,121,1304
5634674,Materials Science,2025-01-01,20251023091138,3,9
2195514,Social Sciences,2012-01-01,20250611193322,98,1281
4777293,Engineering,2024-01-01,20250429193540,28,144
5242240,Economics; Econometrics and Finance,2025-01-01,20250715220630,12,74
2312469,Business; Management and Accounting,2013-01-01,20250426165647,4,76
4799218,Social Sciences,2024-01-01,20250429132015,29,260
4283807,Social Sciences,2022-01-01,20250505163835,120,486
4710021,Agricultural and Biological Sciences,2024-01-01,20241103181849,19,110
2863611,Social Sciences,2016-01-01,20250207050502,193,1109
2097757,Economics; Econometrics and Finance,2012-01-01,20250426020438,51,637
3495741,Economics; Econometrics and Finance,2019-01-01,20260422102546,434,3362
4246544,Engineering,2022-01-01,20250505172954,11,186
871447,Economics; Econometrics and Finance,2006-01-01,20250516014314,203,2093
4126940,Materials Science,2022-01-01,20250505131806,38,272
4602730,Materials Science,2023-01-01,20250504041140,15,105
4666040,Decision Sciences,2024-01-01,20250429083047,71,260
302342,Economics; Econometrics and Finance,2003-01-01,20250427112357,185,2051
3391942,Agricultural and Biological Sciences,2019-01-01,20250510104026,23,989
4525607,Business; Management and Accounting,2023-01-01,20251203003650,664,2786
2414546,Economics; Econometrics and Finance,2014-01-01,20250420195023,108,1012
1409557,Economics; Econometrics and Finance,2009-01-01,20240907103449,511,3338
4909080,Computer Science,2024-01-01,20250617133833,19,60
471763,Economics; Econometrics and Finance,2003-01-01,20251013141143,174,3430
4038402,Health Professions,2022-01-01,20250505071443,105,518
1107315,Economics; Econometrics and Finance,2008-01-01,20250516021809,394,2965
5797502,Economics; Econometrics and Finance,2025-01-01,20251204033900,453,1030
5093740,Social Sciences,2025-01-01,20250430082923,15,114
5182274,Health Professions,2025-01-01,20250501105852,42,168
3971713,Biochemistry; Genetics and Molecular Biology,2021-01-01,20250506130943,29,267
1313696,Economics; Econometrics and Finance,2008-01-01,20250426060109,134,1714
4212046,Social Sciences,2018-01-01,20250505062548,32,340
3439222,Social Sciences,2017-01-01,20250513013847,183,843
4444856,Economics; Econometrics and Finance,2023-01-01,20250503115113,198,616
2685790,Business; Management and Accounting,2015-01-01,20250428234114,150,2030
3198566,Business; Management and Accounting,2018-01-01,20240616170943,221,956
3051073,Economics; Econometrics and Finance,2017-01-01,20250426211259,74,567
5147682,Business; Management and Accounting,2025-01-01,20250430000909,10,71
4054941,Social Sciences,2022-01-01,20250505063148,91,492
4055260,Materials Science,2022-01-01,20250505124650,61,231
3857561,Business; Management and Accounting,2019-01-01,20250506173136,567,1548
4176350,Business; Management and Accounting,2022-01-01,20251211161337,202,1111
5244136,Computer Science,2025-01-01,20250513025938,4,21
3932064,Economics; Econometrics and Finance,2021-01-01,20250506181806,103,485
4476675,Immunology and Microbiology,2023-01-01,20250503230329,20,332
2291100,Social Sciences,2013-01-01,20250206163340,144,1197
4205092,Environmental Science,2022-01-01,20250506012026,87,474
4199019,Engineering,2022-01-01,20240415200523,16,242
4884082,Social Sciences,2024-01-01,20250429144928,78,265
5110377,Economics; Econometrics and Finance,2025-01-01,20250430062816,19,84
4927632,Chemistry,2024-01-01,20250618030553,15,66
337840,Business; Management and Accounting,2002-01-01,20250425224454,391,1558
3632965,Social Sciences,2020-01-01,20250507023531,126,720
3906019,Economics; Econometrics and Finance,2021-01-01,20241108115953,171,681
4933916,Computer Science,2024-01-01,20250617143903,13,70
4665476,Engineering,2023-01-01,20250619062024,39,145
4732682,Physics and Astronomy,2024-01-01,20250429205021,13,101
2209514,Business; Management and Accounting,2013-01-01,20250426191622,95,564
2849869,Engineering,2016-01-01,20240812014045,488,2345
533129,Economics; Econometrics and Finance,2004-01-01,20250516013040,2027,11471
4479438,Engineering,2023-01-01,20250503191610,25,122
966500,Economics; Econometrics and Finance,2007-01-01,20250104202904,519,3176
1814730,Economics; Econometrics and Finance,2011-01-01,20250426202609,75,780
2815913,Business; Management and Accounting,2016-01-01,20250425160716,321,2353
4775289,Energy,2024-01-01,20240416140630,4,13
4891421,Energy,2024-01-01,20250619131620,12,83
1296654,Environmental Science,2008-01-01,20250425222725,166,964
3588523,Engineering,2020-01-01,20240426191102,47,360
1349396,Economics; Econometrics and Finance,2009-01-01,20240630090812,178,1439
1503769,Business; Management and Accounting,2010-01-01,20250425232749,73,741
4514373,Materials Science,2023-01-01,20250503213646,9,118
3793611,Social Sciences,2021-01-01,20250506194336,41,498
5010145,Medicine,2024-01-01,20250610223705,19,132
5264136,Engineering,2025-01-01,20250523050602,1,6
1457422,Economics; Econometrics and Finance,2009-01-01,20251211232416,88,1207
1939134,Economics; Econometrics and Finance,2011-01-01,20250425202901,134,1168
5265383,Agricultural and Biological Sciences,2025-01-01,20250523025945,0,5
4392785,Computer Science,2023-01-01,20250913164041,38,273
5391793,Computer Science,2025-01-01,20260801162228,4546,11578
3685776,Economics; Econometrics and Finance,2020-01-01,20251009185200,102,846
1651602,Social Sciences,2010-01-01,20250427093913,21,346
5092859,Materials Science,2025-01-01,20250725162842,59,277
1324945,Economics; Econometrics and Finance,2009-01-01,20250612180205,1026,5335
5600937,Biochemistry; Genetics and Molecular Biology,2025-01-01,20251019164406,4,27
5244128,Engineering,2025-01-01,20250510101108,3,19
4800263,Business; Management and Accounting,2024-01-01,20250323042132,165,755
4803980,Engineering,2024-01-01,20250617070620,14,104
2823353,Economics; Econometrics and Finance,2017-01-01,20251126175652,533,3772
4699707,Engineering,2024-01-01,20250429232453,87,148
2631948,Economics; Econometrics and Finance,2015-01-01,20250602014659,193,1711
5217666,Environmental Science,2025-01-01,20250430005918,3,45
4042750,Engineering,2022-01-01,20250506173101,91,381
5266562,Decision Sciences,2025-01-01,20260816053641,6005,24468
4627193,Engineering,2023-01-01,20240718045527,19,67
4657080,Business; Management and Accounting,2024-01-01,20250430173821,80,406
4461888,Engineering,2023-01-01,20250503130839,16,92
4641385,Social Sciences,2023-01-01,20250503124150,9,136
5115108,Economics; Econometrics and Finance,2025-01-01,20250515045918,248,907
2338089,Economics; Econometrics and Finance,2013-01-01,20240725084833,203,1382
3955567,Economics; Econometrics and Finance,2021-01-01,20220205183148,14,117
5127064,Medicine,2025-01-01,20250501004734,21,115
4577033,Medicine,2023-01-01,20250503221040,182,666
5143404,Business; Management and Accounting,2025-01-01,20250501063732,28,273
3415785,Psychology,2019-01-01,20250910203313,178,896
1441318,Social Sciences,2009-01-01,20250910040324,144,2240
4312664,Engineering,2023-01-01,20250504070619,24,139
4255724,Engineering,2022-01-01,20250505161007,62,472
2581398,Decision Sciences,2015-01-01,20250516022638,39,573
3992368,Engineering,2021-01-01,20250506110233,25,184
3480373,Economics; Econometrics and Finance,2019-01-01,20251123074642,818,3111
4827094,Arts and Humanities,2024-01-01,20250619095109,50,260
5279822,Materials Science,2025-01-01,20250609165720,2,12
4766465,Chemistry,2024-01-01,20250430005704,21,131
2564897,Economics; Econometrics and Finance,2015-01-01,20250425232837,241,952
158148,Economics; Econometrics and Finance,1999-01-01,20250426140140,3888,15864
3507486,Medicine,2019-01-01,20250507101851,147,864
3731897,Economics; Econometrics and Finance,2020-01-01,20241115213940,57,444
329440,Economics; Econometrics and Finance,2002-01-01,20250506010438,202,1597
1710802,Economics; Econometrics and Finance,2010-01-01,20240415062542,245,1178
4494457,Engineering,2023-01-01,20250504002939,52,274
3387802,Business; Management and Accounting,2018-01-01,20250510104800,119,516
2959489,Business; Management and Accounting,2018-01-01,20240430003200,151,1073
1674952,Economics; Econometrics and Finance,2010-01-01,20250426101014,151,1632
5076478,Engineering,2024-01-01,20250430192319,12,68
3316940,Engineering,2019-01-01,20250507022021,72,527
248409,Business; Management and Accounting,2001-01-01,20231203010017,763,3739
2640679,Economics; Econometrics and Finance,2015-01-01,20240709075308,84,1115
4930331,Engineering,2024-01-01,20250618024218,40,177
3769817,Agricultural and Biological Sciences,2021-01-01,20251001193732,112,738
6991581,Social Sciences,2026-01-01,20260731161532,14,43
5090626,Medicine,2025-01-01,20250429180218,40,222
4608466,Engineering,2023-01-01,20240426102918,13,60
4717480,Environmental Science,2024-01-01,20250717064807,21,153
4391134,Social Sciences,2023-01-01,20260717033110,660,3464
2608028,Economics; Econometrics and Finance,2015-01-01,20221103151016,109,1280
5067006,Agricultural and Biological Sciences,2024-01-01,20250430040502,12,80
5161237,Social Sciences,2025-01-01,20250429204626,16,212
4706327,Chemistry,2024-01-01,20250502110159,39,180
4490737,Arts and Humanities,2023-01-01,20251202144437,176,715
3779164,Social Sciences,2021-01-01,20250506163352,156,668
5928650,Engineering,2025-01-01,20251217025516,1,5
2145445,Business; Management and Accounting,2012-01-01,20250426165516,302,2299
2668318,Social Sciences,2015-01-01,20250425170630,49,407
3228613,Social Sciences,2018-01-01,20260123024422,59,568
3913364,Psychology,2021-01-01,20250506190048,99,832
2205932,Engineering,2013-01-01,20240605170641,141,881
4484019,Computer Science,2023-01-01,20240415091318,7,60
5133627,Engineering,2025-01-01,20250429221116,10,66
3988105,Engineering,2021-01-01,20240915101517,43,197
1942154,Economics; Econometrics and Finance,2011-01-01,20251121105253,108,868
2018857,Decision Sciences,2012-01-01,20250425234920,118,1152
3235624,Medicine,2018-01-01,20250507152858,25,286
4161582,Decision Sciences,2022-01-01,20250806171345,52,503
4192430,Materials Science,2022-01-01,20250507012223,38,272
4584456,Social Sciences,2023-01-01,20250504014529,65,433
4938388,Business; Management and Accounting,2024-01-01,20250429065400,57,208
2038834,Economics; Econometrics and Finance,2012-01-01,20250526210012,352,2350
1364361,Social Sciences,2009-01-01,20250427075607,75,1059
5713694,Engineering,2025-01-01,20251120164049,14,68
5205121,Medicine,2025-01-01,20250501081153,27,93
3071552,Economics; Econometrics and Finance,2017-01-01,20240723173536,284,1729
1571299,Economics; Econometrics and Finance,2010-01-01,20241227200154,1397,4426
5130978,Engineering,2025-01-01,20250502113536,15,79
3305865,Decision Sciences,2018-01-01,20250513090818,72,762
286137,Economics; Econometrics and Finance,2001-01-01,20250426032713,181,1422
3850684,Social Sciences,2021-01-01,20250416004329,76,604
5152610,Earth and Planetary Sciences,2025-01-01,20250727114013,40,179
3855730,Business; Management and Accounting,2021-01-01,20250722063929,279,1098
2419926,Economics; Econometrics and Finance,2014-01-01,20250506191237,126,878
5285999,Business; Management and Accounting,2025-01-01,20251017170339,205,679
2953250,Economics; Econometrics and Finance,2017-01-01,20250910175219,416,6185
2117245,Economics; Econometrics and Finance,2012-01-01,20250917080721,404,2695
2610808,Economics; Econometrics and Finance,2015-01-01,20250425195818,817,3077
4499972,Materials Science,2023-01-01,20240418080808,25,110
3610340,Decision Sciences,2020-01-01,20240814080050,766,1880
4899084,Engineering,2024-01-01,20250430065733,8,55
2970762,Psychology,2017-01-01,20250916134751,440,3007
2705104,Economics; Econometrics and Finance,2015-01-01,20251121221040,949,3562
3731253,Health Professions,2020-01-01,20250722070711,57,599
4512307,Business; Management and Accounting,2023-01-01,20251110230016,505,1725
1646950,Economics; Econometrics and Finance,2010-01-01,20250129093953,154,1252
4980038,Engineering,2024-01-01,20250430183225,71,173
2635779,Social Sciences,2015-01-01,20250503201431,65,824
2721188,Economics; Econometrics and Finance,2016-01-01,20251228065252,113,999
4159305,Engineering,2022-01-01,20220714063021,4,13
4951017,Computer Science,2024-01-01,20250618025347,32,103
2609438,Economics; Econometrics and Finance,2015-01-01,20250723025544,150,1035
5225191,Engineering,2025-01-01,20250429171257,14,42
4004591,Computer Science,2022-01-01,20251127031105,130,985
4713763,Social Sciences,2024-01-01,20250430110948,248,650
2411407,Economics; Econometrics and Finance,2014-01-01,20241001130616,391,1666
3610436,Medicine,2020-01-01,20250507023446,58,393
2526023,Business; Management and Accounting,2014-01-01,20240610011140,27,343
4031466,Computer Science,2022-01-01,20250505053632,95,522
5144736,Computer Science,2025-01-01,20250501001845,5,44
904353,Economics; Econometrics and Finance,2006-01-01,20231224045335,133,1235
4563670,Earth and Planetary Sciences,2023-01-01,20240423220115,8,98
350341,Decision Sciences,2002-01-01,20250910225025,1384,7535
3998734,Energy,2022-01-01,20220427002725,9,34
3997381,Business; Management and Accounting,2021-01-01,20250505115509,127,564
4651457,Environmental Science,2023-01-01,20250503114230,28,154
1619309,Economics; Econometrics and Finance,2010-01-01,20250516024135,294,1965
1358593,Economics; Econometrics and Finance,2009-01-01,20250425201917,427,2249
2684768,Business; Management and Accounting,2015-01-01,20250425204018,299,1957
4226856,Social Sciences,2022-01-01,20250318211024,45,194
4580658,Materials Science,2023-01-01,20250503211323,30,162
2565460,Economics; Econometrics and Finance,2015-01-01,20250426101901,122,1042
4966774,Energy,2024-01-01,20250430074452,12,80
4313067,Chemistry,2022-01-01,20250530053717,20,138
1280667,Business; Management and Accounting,2008-01-01,20250507022549,497,3330
2379938,Physics and Astronomy,2013-01-01,20250426003522,48,425
4328803,Economics; Econometrics and Finance,2023-01-01,20230806063602,183,567
4910737,Social Sciences,2024-01-01,20250525121816,150,892
5205388,Biochemistry; Genetics and Molecular Biology,2025-01-01,20250429084429,17,55
1593349,Decision Sciences,2010-01-01,20250425195807,77,922
3977401,Engineering,2021-01-01,20250505164425,55,382
5207020,Engineering,2025-01-01,20250430205858,8,64
2022644,Business; Management and Accounting,2012-01-01,20250805091525,692,4546
4800892,Economics; Econometrics and Finance,2024-01-01,20251124053144,2151,11013
4495316,Computer Science,2023-01-01,20250504073833,106,476
4528161,Engineering,2023-01-01,20250503233614,99,417
3388086,Arts and Humanities,2019-01-01,20250510102858,381,2044
4822704,Social Sciences,2024-01-01,20241121034048,44,235
5136047,Business; Management and Accounting,2025-01-01,20250429173256,6,73
5159659,Economics; Econometrics and Finance,2025-01-01,20250501021057,111,551
4615579,Chemistry,2023-01-01,20250504002107,16,135
1023942,Business; Management and Accounting,2007-01-01,20250426002504,380,2835
1342775,Business; Management and Accounting,2009-01-01,20250425173908,172,2372
4298039,Business; Management and Accounting,2022-01-01,20250506125731,28,216
951001,Decision Sciences,2008-01-01,20250426015400,198,2034
1102168,Business; Management and Accounting,2008-01-01,20250426040441,444,1921
4365519,Economics; Econometrics and Finance,2023-01-01,20240605234458,112,426
3293656,Social Sciences,2018-01-01,20240603183046,34,448
5065313,Engineering,2024-01-01,20250429202107,40,256
3209658,Economics; Econometrics and Finance,2018-01-01,20241115093907,1103,3990
4353876,Physics and Astronomy,2023-01-01,20250505121715,32,414
2880040,Physics and Astronomy,2016-01-01,20250713012422,1808,5765
4864453,Computer Science,2024-01-01,20250617170250,105,308
3800933,Social Sciences,2021-01-01,20260115173525,1358,6749
4654566,Environmental Science,2023-01-01,20250618143447,31,123
5346499,Medicine,2025-01-01,20251127085631,62,257
4566519,Energy,2023-01-01,20250503193047,22,117
3758067,Economics; Econometrics and Finance,2020-01-01,20241126123235,75,409
3750723,Social Sciences,2021-01-01,20250506182101,83,430
4454934,Earth and Planetary Sciences,2023-01-01,20250503223925,17,136
4502671,Chemical Engineering,2023-01-01,20240710092419,9,65
4605013,Energy,2023-01-01,20250503212008,12,112
4918555,Social Sciences,2024-01-01,20251230172923,157,980
4786364,Social Sciences,2024-01-01,20250430010058,31,173
4802785,Chemical Engineering,2024-01-01,20250429234220,64,206
3988308,Business; Management and Accounting,2022-01-01,20220426225109,14,62
4536145,Materials Science,2023-01-01,20250504034003,11,92
4253978,Biochemistry; Genetics and Molecular Biology,2022-01-01,20250505055532,28,334
3909009,Business; Management and Accounting,2021-01-01,20251111014939,114,690
2079028,Arts and Humanities,2012-01-01,20240615044234,44,449
883010,Economics; Econometrics and Finance,1996-01-01,20251202231747,134,2000
4981101,Social Sciences,2024-01-01,20251103085608,47,319
3103035,Economics; Econometrics and Finance,2018-01-01,20220802122607,120,1412
4281794,Engineering,2022-01-01,20250506164749,10,190
1675451,Economics; Econometrics and Finance,2010-01-01,20250425171433,587,3775
4149826,Social Sciences,2022-01-01,20250505214749,23,180
261068,Economics; Econometrics and Finance,2001-01-01,20241118103631,9488,38163
1746394,Social Sciences,2011-01-01,20250425184702,37,343
4707597,Environmental Science,2024-01-01,20240418023030,12,65
4123671,Economics; Econometrics and Finance,2022-01-01,20250505195602,171,649
5008996,Chemistry,2024-01-01,20250429191446,46,178
5029292,Decision Sciences,2024-01-01,20250430133934,64,274
5355399,Neuroscience,2025-01-01,20250830213348,5,47
4545332,Engineering,2023-01-01,20250315112819,22,106
4394074,Economics; Econometrics and Finance,2023-01-01,20250710120028,30,227
4266883,Computer Science,2022-01-01,20250503110133,81,328
4453631,Social Sciences,2023-01-01,20240416035333,39,133
5147870,Computer Science,2025-01-01,20260115100620,35,484
4971208,Economics; Econometrics and Finance,2024-01-01,20250619030936,56,180
4932095,Engineering,2024-01-01,20250429152528,23,110
4051319,Agricultural and Biological Sciences,2022-01-01,20250508123935,53,250
4467554,Social Sciences,2023-01-01,20250503220415,33,143
2526817,Economics; Econometrics and Finance,2014-01-01,20251230173024,181,1397
4777731,Engineering,2024-01-01,20250430032049,21,126
5067042,Environmental Science,2025-01-01,20250430182644,38,193
5171313,Engineering,2025-01-01,20251124041004,125,1859
4316094,Economics; Econometrics and Finance,2023-01-01,20250504180859,177,723
2797079,Social Sciences,2016-01-01,20250506042310,151,966
4684062,Business; Management and Accounting,2024-01-01,20240330224705,9,57
3541119,Medicine,2020-01-01,20251102121023,1296,6781
3769826,Economics; Econometrics and Finance,2021-01-01,20240927030311,91,526
4213144,Agricultural and Biological Sciences,2022-01-01,20250506140724,34,211
5023182,Engineering,2024-01-01,20250430053013,29,118
2414217,Economics; Econometrics and Finance,2014-01-01,20250915235905,122,1091
1980411,Social Sciences,2012-01-01,20251207000728,254,2036
2544813,Social Sciences,2015-01-01,20250506022218,161,993
4927593,Social Sciences,2024-01-01,20250501091736,21,188
2941100,Computer Science,2017-01-01,20251017215155,1234,3729
4402610,Engineering,2023-01-01,20250504141159,100,423
5242854,Biochemistry; Genetics and Molecular Biology,2025-01-01,20250602064830,2,10
4631104,Social Sciences,2023-01-01,20240418072440,8,54
347,Economics; Econometrics and Finance,1997-01-01,20250506010949,1762,4705
3690469,Economics; Econometrics and Finance,2020-01-01,20240905204606,19,329
1098807,Business; Management and Accounting,2008-01-01,20250507150310,205,1012
5071451,Economics; Econometrics and Finance,2024-01-01,20250429092708,58,365
5626272,Social Sciences,2025-01-01,20251023005710,8,28
350140,Social Sciences,2003-01-01,20240420011402,160,1288
4790546,Economics; Econometrics and Finance,2024-01-01,20250429223244,36,211
4717302,Engineering,2024-01-01,20240415095836,27,67
5354142,Business; Management and Accounting,2025-01-01,20251228061810,92,914
4493768,Agricultural and Biological Sciences,2023-01-01,20250504151551,32,164
3407726,Economics; Econometrics and Finance,2019-01-01,20250513162540,569,1850
1338190,Economics; Econometrics and Finance,2009-01-01,20250516025311,1139,7613
1486520,Economics; Econometrics and Finance,2009-01-01,20230925211347,121,960
5203911,Materials Science,2025-01-01,20250430173114,8,39
3444201,Environmental Science,2019-01-01,20250512182849,25,354
2565024,Business; Management and Accounting,2015-01-01,20250427142945,112,860
4123089,Materials Science,2022-01-01,20250505100425,36,241
3593413,Social Sciences,2020-01-01,20250508073522,150,647
4085328,Agricultural and Biological Sciences,2022-01-01,20250505205912,76,305
4992637,Materials Science,2024-01-01,20250429193543,22,79
4316311,Social Sciences,2023-01-01,20250503220227,293,1076
5062912,Engineering,2024-01-01,20250429184053,25,116
1393724,Social Sciences,2009-01-01,20220120115048,82,1127
4909364,Environmental Science,2024-01-01,20250430081936,18,97
4625295,Economics; Econometrics and Finance,2023-01-01,20250505050818,589,6865
3935919,Business; Management and Accounting,2021-01-01,20240711045912,109,381
4272867,Social Sciences,2022-01-01,20260814091918,892,2256
2987955,Decision Sciences,2017-01-01,20250427125849,72,357
3084521,Business; Management and Accounting,2017-01-01,20250527091411,30,367
3094512,Economics; Econometrics and Finance,2017-01-01,20250426130451,97,531
5281557,Environmental Science,2025-01-01,20250607160517,3,18
3983100,Biochemistry; Genetics and Molecular Biology,2021-01-01,20251202170414,46,426
5085185,Social Sciences,2025-01-01,20250423052125,43,185
4221598,Agricultural and Biological Sciences,2022-01-01,20250505102554,67,267
3919098,Environmental Science,2021-01-01,20250507095819,81,554
4491632,Biochemistry; Genetics and Molecular Biology,2023-01-01,20250504012229,35,181
3079320,Engineering,2017-01-01,20230625044418,19,290
2882527,Economics; Econometrics and Finance,2016-01-01,20250517191458,292,1751
2609090,Economics; Econometrics and Finance,2015-01-01,20250426071019,118,888
1694547,Economics; Econometrics and Finance,2010-01-01,20250426060006,59,793
5006058,Arts and Humanities,2024-01-01,20250531040141,107,346
4649774,Engineering,2023-01-01,20251013091220,47,342
3417502,Business; Management and Accounting,2019-01-01,20250512065914,251,1920
5077952,Medicine,2025-01-01,20250906203928,69,457
4711056,Computer Science,2024-01-01,20250429184028,27,128
2505810,Social Sciences,2014-01-01,20250425181031,671,3259
4831906,Economics; Econometrics and Finance,2024-01-01,20240723021744,44,128
4513928,Environmental Science,2023-01-01,20240510065821,43,154
2050412,Social Sciences,2012-01-01,20250426225855,33,405
2504048,Economics; Econometrics and Finance,2014-01-01,20250426212022,95,815
5254557,Social Sciences,2025-01-01,20251231212920,19,165
4683894,Medicine,2024-01-01,20250502131156,32,143
4563422,Materials Science,2023-01-01,20250505191203,18,118
5199413,Engineering,2025-01-01,20250430020716,13,51
4931320,Engineering,2024-01-01,20250429135600,11,81
4907993,Engineering,2024-01-01,20240729011002,0,5
4783634,Agricultural and Biological Sciences,2024-01-01,20250430035417,38,154
2685375,Economics; Econometrics and Finance,2015-01-01,20250425164919,237,2157
4127503,Business; Management and Accounting,2022-01-01,20250505031237,189,795
3677573,Economics; Econometrics and Finance,2020-01-01,20250813151838,53,710
5397355,Social Sciences,2025-01-01,20260814152345,240,800
4346092,Agricultural and Biological Sciences,2023-01-01,20250821032017,102,382
1605486,Social Sciences,2010-01-01,20250425225518,2,63
4332071,Medicine,2023-01-01,20240423002400,23,112
4724361,Engineering,2024-01-01,20250429094853,60,122
5297864,Economics; Econometrics and Finance,2025-01-01,20250725043725,87,332
2743139,Economics; Econometrics and Finance,2016-01-01,20251112071224,150,1008
1460422,Decision Sciences,2009-01-01,20250426081548,105,890
4431603,Physics and Astronomy,2023-01-01,20250504192546,26,124
4127041,Engineering,2022-01-01,20250506000854,24,253
2583578,Business; Management and Accounting,2015-01-01,20250425201214,72,978
5359602,Economics; Econometrics and Finance,2025-01-01,20260715101742,32,666
4308065,Engineering,2022-01-01,20250505172141,39,183
4557141,Agricultural and Biological Sciences,2023-01-01,20250503212200,63,232
2247446,Social Sciences,2013-01-01,20250911143429,307,2493
2586254,Economics; Econometrics and Finance,2015-01-01,20250321205500,816,4276
4574438,Economics; Econometrics and Finance,2023-01-01,20250503103202,283,980
447660,Social Sciences,2003-01-01,20250316000352,298,3677
4385949,Neuroscience,2023-01-01,20250504111829,69,209
4888961,Physics and Astronomy,2024-01-01,20250502145308,23,109
5142453,Computer Science,2025-01-01,20250502084704,2,42
4652696,Economics; Econometrics and Finance,2023-01-01,20250503234346,46,174
1714424,Mathematics,2010-01-01,20250426035518,3,148
4606761,Computer Science,2023-01-01,20250504215536,49,168
1999413,Economics; Econometrics and Finance,2012-01-01,20260307012516,609,1997
4328616,Social Sciences,2023-01-01,20250503123044,75,543
4900046,Agricultural and Biological Sciences,2024-01-01,20250429215807,23,110
4099972,Economics; Econometrics and Finance,2022-01-01,20250514062450,101,591
5030380,Decision Sciences,2025-01-01,20250429235152,17,166
2326840,Economics; Econometrics and Finance,2013-01-01,20250426034753,45,875
4168677,Environmental Science,2022-01-01,20220802171256,0,13
144419,Economics; Econometrics and Finance,1999-01-01,20250425175005,573,3383
3734817,Social Sciences,2020-01-01,20250507215539,86,505
975077,Social Sciences,2007-01-01,20250426131917,90,667
1487552,Arts and Humanities,2009-01-01,20250912090326,825,3701
4068027,Medicine,2022-01-01,20250830175452,51,246
4668984,Energy,2023-01-01,20250503130520,11,86
2567189,Economics; Econometrics and Finance,2015-01-01,20250801165044,83,1001
4390424,Environmental Science,2023-01-01,20250503141151,43,294
2750188,Economics; Econometrics and Finance,2016-01-01,20251228210801,2117,8638
5000260,Materials Science,2024-01-01,20250429062020,15,96
302404,Economics; Econometrics and Finance,2002-01-01,20250425231411,673,4253
1479655,Economics; Econometrics and Finance,2009-01-01,20250427134707,51,417
4763136,Economics; Econometrics and Finance,2024-01-01,20250430190021,28,183
5591538,Psychology,2025-01-01,20251020060440,12,66
4901051,Energy,2024-01-01,20250429225145,4,319
3029815,Social Sciences,2017-01-01,20250506180136,38,399
2980925,Economics; Econometrics and Finance,2017-01-01,20250331035147,1536,6131
1117232,Economics; Econometrics and Finance,2008-01-01,20250531172026,1975,9546
